Date,Course,RaceNumber
23/05/2010,ST,4
23/05/2010,ST,5
23/05/2010,ST,6
23/05/2010,ST,7
23/05/2010,ST,8
23/05/2010,ST,9
23/05/2010,ST,10
26/05/2010,HV,1
26/05/2010,HV,2
26/05/2010,HV,3
26/05/2010,HV,4
26/05/2010,HV,5
26/05/2010,HV,6
26/05/2010,HV,7
26/05/2010,HV,8
30/05/2010,ST,1
30/05/2010,ST,2
30/05/2010,ST,3
30/05/2010,ST,4
30/05/2010,ST,5
30/05/2010,ST,6
30/05/2010,ST,7
30/05/2010,ST,8
30/05/2010,ST,9
02/06/2010,HV,1
02/06/2010,HV,2
02/06/2010,HV,3
02/06/2010,HV,4
02/06/2010,HV,5
02/06/2010,HV,6
02/06/2010,HV,7
02/06/2010,HV,8
06/06/2010,ST,1
06/06/2010,ST,2
06/06/2010,ST,3
06/06/2010,ST,4
06/06/2010,ST,5
06/06/2010,ST,6
06/06/2010,ST,7
06/06/2010,ST,8
06/06/2010,ST,9
06/06/2010,ST,10
06/06/2010,ST,11
09/06/2010,HV,1
09/06/2010,HV,2
09/06/2010,HV,3
09/06/2010,HV,4
09/06/2010,HV,5
09/06/2010,HV,6
09/06/2010,HV,7
09/06/2010,HV,8
12/06/2010,ST,1
12/06/2010,ST,2
12/06/2010,ST,3
12/06/2010,ST,4
12/06/2010,ST,5
12/06/2010,ST,6
12/06/2010,ST,7
12/06/2010,ST,8
12/06/2010,ST,9
12/06/2010,ST,10
16/06/2010,ST,1
16/06/2010,ST,2
16/06/2010,ST,3
16/06/2010,ST,4
16/06/2010,ST,5
16/06/2010,ST,6
16/06/2010,ST,7
16/06/2010,ST,8
16/06/2010,ST,9
16/06/2010,ST,10
16/06/2010,ST,11
20/06/2010,HV,1
20/06/2010,HV,2
20/06/2010,HV,3
20/06/2010,HV,4
20/06/2010,HV,5
20/06/2010,HV,6
20/06/2010,HV,7
20/06/2010,HV,8
20/06/2010,HV,9
20/06/2010,HV,10
27/06/2010,ST,1
27/06/2010,ST,2
27/06/2010,ST,3
27/06/2010,ST,4
27/06/2010,ST,5
27/06/2010,ST,6
27/06/2010,ST,7
27/06/2010,ST,8
27/06/2010,ST,9
27/06/2010,ST,10
27/06/2010,ST,11
01/07/2010,ST,1
01/07/2010,ST,2
01/07/2010,ST,3
01/07/2010,ST,4
01/07/2010,ST,5
01/07/2010,ST,6
01/07/2010,ST,7
01/07/2010,ST,8
01/07/2010,ST,9
01/07/2010,ST,10
04/07/2010,ST,1
04/07/2010,ST,2
04/07/2010,ST,3
04/07/2010,ST,4
04/07/2010,ST,5
04/07/2010,ST,6
04/07/2010,ST,7
04/07/2010,ST,8
04/07/2010,ST,9
04/07/2010,ST,10
04/07/2010,ST,11
07/07/2010,HV,1
07/07/2010,HV,2
07/07/2010,HV,3
07/07/2010,HV,4
07/07/2010,HV,5
07/07/2010,HV,6
07/07/2010,HV,7
07/07/2010,HV,8
11/07/2010,ST,1
11/07/2010,ST,2
11/07/2010,ST,3
11/07/2010,ST,4
11/07/2010,ST,5
11/07/2010,ST,6
11/07/2010,ST,7
11/07/2010,ST,8
11/07/2010,ST,9
11/07/2010,ST,10
11/07/2010,ST,11
14/07/2010,HV,1
14/07/2010,HV,2
14/07/2010,HV,3
14/07/2010,HV,4
14/07/2010,HV,5
14/07/2010,HV,6
14/07/2010,HV,7
14/07/2010,HV,8
05/09/2010,ST,1
05/09/2010,ST,2
05/09/2010,ST,3
05/09/2010,ST,4
05/09/2010,ST,5
05/09/2010,ST,6
05/09/2010,ST,7
05/09/2010,ST,8
05/09/2010,ST,9
05/09/2010,ST,10
08/09/2010,HV,1
08/09/2010,HV,2
08/09/2010,HV,3
08/09/2010,HV,4
08/09/2010,HV,5
08/09/2010,HV,6
08/09/2010,HV,7
08/09/2010,HV,8
12/09/2010,ST,1
12/09/2010,ST,2
12/09/2010,ST,3
12/09/2010,ST,4
12/09/2010,ST,5
12/09/2010,ST,6
12/09/2010,ST,7
12/09/2010,ST,8
12/09/2010,ST,9
12/09/2010,ST,10
15/09/2010,HV,1
15/09/2010,HV,2
15/09/2010,HV,3
15/09/2010,HV,4
15/09/2010,HV,5
15/09/2010,HV,6
15/09/2010,HV,7
15/09/2010,HV,8
18/09/2010,ST,1
18/09/2010,ST,2
18/09/2010,ST,3
18/09/2010,ST,4
18/09/2010,ST,5
18/09/2010,ST,6
18/09/2010,ST,7
18/09/2010,ST,8
18/09/2010,ST,9
18/09/2010,ST,10
23/09/2010,HV,1
23/09/2010,HV,2
23/09/2010,HV,3
23/09/2010,HV,4
23/09/2010,HV,5
23/09/2010,HV,6
23/09/2010,HV,7
23/09/2010,HV,8
23/09/2010,HV,9
23/09/2010,HV,10
26/09/2010,ST,1
26/09/2010,ST,2
26/09/2010,ST,3
26/09/2010,ST,4
26/09/2010,ST,5
26/09/2010,ST,6
26/09/2010,ST,7
26/09/2010,ST,8
26/09/2010,ST,9
26/09/2010,ST,10
01/10/2010,ST,1
01/10/2010,ST,2
01/10/2010,ST,3
01/10/2010,ST,4
01/10/2010,ST,5
01/10/2010,ST,6
01/10/2010,ST,7
01/10/2010,ST,8
01/10/2010,ST,9
01/10/2010,ST,10
06/10/2010,HV,1
06/10/2010,HV,2
06/10/2010,HV,3
06/10/2010,HV,4
06/10/2010,HV,5
06/10/2010,HV,6
06/10/2010,HV,7
06/10/2010,HV,8
10/10/2010,ST,1
10/10/2010,ST,2
10/10/2010,ST,3
10/10/2010,ST,4
10/10/2010,ST,5
10/10/2010,ST,6
10/10/2010,ST,7
10/10/2010,ST,8
10/10/2010,ST,9
10/10/2010,ST,10
13/10/2010,HV,1
13/10/2010,HV,2
13/10/2010,HV,3
13/10/2010,HV,4
13/10/2010,HV,5
13/10/2010,HV,6
13/10/2010,HV,7
13/10/2010,HV,8
17/10/2010,ST,1
17/10/2010,ST,2
17/10/2010,ST,3
17/10/2010,ST,4
17/10/2010,ST,5
17/10/2010,ST,6
17/10/2010,ST,7
17/10/2010,ST,8
17/10/2010,ST,9
17/10/2010,ST,10
20/10/2010,HV,1
20/10/2010,HV,2
20/10/2010,HV,3
20/10/2010,HV,4
20/10/2010,HV,5
20/10/2010,HV,6
20/10/2010,HV,7
20/10/2010,HV,8
24/10/2010,ST,1
24/10/2010,ST,2
24/10/2010,ST,3
24/10/2010,ST,4
24/10/2010,ST,5
24/10/2010,ST,6
24/10/2010,ST,7
24/10/2010,ST,8
24/10/2010,ST,9
24/10/2010,ST,10
31/10/2010,HV,1
31/10/2010,HV,2
31/10/2010,HV,3
31/10/2010,HV,4
31/10/2010,HV,5
31/10/2010,HV,6
31/10/2010,HV,7
31/10/2010,HV,8
31/10/2010,HV,9
31/10/2010,HV,10
03/11/2010,ST,1
03/11/2010,ST,2
03/11/2010,ST,3
03/11/2010,ST,4
03/11/2010,ST,5
03/11/2010,ST,6
03/11/2010,ST,7
03/11/2010,ST,8
06/11/2010,ST,1
06/11/2010,ST,2
06/11/2010,ST,3
06/11/2010,ST,4
06/11/2010,ST,5
06/11/2010,ST,6
06/11/2010,ST,7
06/11/2010,ST,8
06/11/2010,ST,9
06/11/2010,ST,10
10/11/2010,HV,1
10/11/2010,HV,2
10/11/2010,HV,3
10/11/2010,HV,4
10/11/2010,HV,5
10/11/2010,HV,6
10/11/2010,HV,7
10/11/2010,HV,8
14/11/2010,ST,1
14/11/2010,ST,2
14/11/2010,ST,3
14/11/2010,ST,4
14/11/2010,ST,5
14/11/2010,ST,6
14/11/2010,ST,7
14/11/2010,ST,8
14/11/2010,ST,9
14/11/2010,ST,10
17/11/2010,HV,1
17/11/2010,HV,2
17/11/2010,HV,3
17/11/2010,HV,4
17/11/2010,HV,5
17/11/2010,HV,6
17/11/2010,HV,7
17/11/2010,HV,8
21/11/2010,ST,1
21/11/2010,ST,2
21/11/2010,ST,3
21/11/2010,ST,4
21/11/2010,ST,5
21/11/2010,ST,6
21/11/2010,ST,7
21/11/2010,ST,8
21/11/2010,ST,9
21/11/2010,ST,10
24/11/2010,HV,1
24/11/2010,HV,2
24/11/2010,HV,3
24/11/2010,HV,4
24/11/2010,HV,5
24/11/2010,HV,6
24/11/2010,HV,7
24/11/2010,HV,8
28/11/2010,ST,1
28/11/2010,ST,2
28/11/2010,ST,3
28/11/2010,ST,4
28/11/2010,ST,5
28/11/2010,ST,6
28/11/2010,ST,7
28/11/2010,ST,8
28/11/2010,ST,9
28/11/2010,ST,10
01/12/2010,HV,1
01/12/2010,HV,2
01/12/2010,HV,3
01/12/2010,HV,4
01/12/2010,HV,5
01/12/2010,HV,6
01/12/2010,HV,7
01/12/2010,HV,8
04/12/2010,ST,1
04/12/2010,ST,2
04/12/2010,ST,3
04/12/2010,ST,4
04/12/2010,ST,5
04/12/2010,ST,6
04/12/2010,ST,7
04/12/2010,ST,8
04/12/2010,ST,9
04/12/2010,ST,10
08/12/2010,HV,1
08/12/2010,HV,2
08/12/2010,HV,3
08/12/2010,HV,4
08/12/2010,HV,5
08/12/2010,HV,6
08/12/2010,HV,7
08/12/2010,HV,8
12/12/2010,ST,1
12/12/2010,ST,2
12/12/2010,ST,3
12/12/2010,ST,4
12/12/2010,ST,5
12/12/2010,ST,6
12/12/2010,ST,7
12/12/2010,ST,8
12/12/2010,ST,9
12/12/2010,ST,10
15/12/2010,HV,1
15/12/2010,HV,2
15/12/2010,HV,3
15/12/2010,HV,4
15/12/2010,HV,5
15/12/2010,HV,6
15/12/2010,HV,7
15/12/2010,HV,8
19/12/2010,ST,1
19/12/2010,ST,2
19/12/2010,ST,3
19/12/2010,ST,4
19/12/2010,ST,5
19/12/2010,ST,6
19/12/2010,ST,7
19/12/2010,ST,8
19/12/2010,ST,9
19/12/2010,ST,10
23/12/2010,HV,1
23/12/2010,HV,2
23/12/2010,HV,3
23/12/2010,HV,4
23/12/2010,HV,5
23/12/2010,HV,6
23/12/2010,HV,7
23/12/2010,HV,8
27/12/2010,ST,1
27/12/2010,ST,2
27/12/2010,ST,3
27/12/2010,ST,4
27/12/2010,ST,5
27/12/2010,ST,6
27/12/2010,ST,7
27/12/2010,ST,8
27/12/2010,ST,9
27/12/2010,ST,10
01/01/2011,ST,1
01/01/2011,ST,2
01/01/2011,ST,3
01/01/2011,ST,4
01/01/2011,ST,5
01/01/2011,ST,6
01/01/2011,ST,7
01/01/2011,ST,8
01/01/2011,ST,9
01/01/2011,ST,10
01/01/2011,ST,11
05/01/2011,HV,1
05/01/2011,HV,2
05/01/2011,HV,3
05/01/2011,HV,4
05/01/2011,HV,5
05/01/2011,HV,6
05/01/2011,HV,7
05/01/2011,HV,8
09/01/2011,ST,1
09/01/2011,ST,2
09/01/2011,ST,3
09/01/2011,ST,4
09/01/2011,ST,5
09/01/2011,ST,6
09/01/2011,ST,7
09/01/2011,ST,8
09/01/2011,ST,9
09/01/2011,ST,10
12/01/2011,HV,1
12/01/2011,HV,2
12/01/2011,HV,3
12/01/2011,HV,4
12/01/2011,HV,5
12/01/2011,HV,6
12/01/2011,HV,7
12/01/2011,HV,8
16/01/2011,ST,1
16/01/2011,ST,2
16/01/2011,ST,3
16/01/2011,ST,4
16/01/2011,ST,5
16/01/2011,ST,6
16/01/2011,ST,7
16/01/2011,ST,8
16/01/2011,ST,9
16/01/2011,ST,10
19/01/2011,HV,1
19/01/2011,HV,2
19/01/2011,HV,3
19/01/2011,HV,4
19/01/2011,HV,5
19/01/2011,HV,6
19/01/2011,HV,7
19/01/2011,HV,8
23/01/2011,ST,1
23/01/2011,ST,2
23/01/2011,ST,3
23/01/2011,ST,4
23/01/2011,ST,5
23/01/2011,ST,6
23/01/2011,ST,7
23/01/2011,ST,8
23/01/2011,ST,9
23/01/2011,ST,10
26/01/2011,HV,1
26/01/2011,HV,2
26/01/2011,HV,3
26/01/2011,HV,4
26/01/2011,HV,5
26/01/2011,HV,6
26/01/2011,HV,7
26/01/2011,HV,8
30/01/2011,ST,1
30/01/2011,ST,2
30/01/2011,ST,3
30/01/2011,ST,4
30/01/2011,ST,5
30/01/2011,ST,6
30/01/2011,ST,7
30/01/2011,ST,8
30/01/2011,ST,9
30/01/2011,ST,10
05/02/2011,ST,1
05/02/2011,ST,2
05/02/2011,ST,3
05/02/2011,ST,4
05/02/2011,ST,5
05/02/2011,ST,6
05/02/2011,ST,7
05/02/2011,ST,8
05/02/2011,ST,9
05/02/2011,ST,10
05/02/2011,ST,11
09/02/2011,HV,1
09/02/2011,HV,2
09/02/2011,HV,3
09/02/2011,HV,4
09/02/2011,HV,5
09/02/2011,HV,6
09/02/2011,HV,7
09/02/2011,HV,8
12/02/2011,ST,1
12/02/2011,ST,2
12/02/2011,ST,3
12/02/2011,ST,4
12/02/2011,ST,5
12/02/2011,ST,6
12/02/2011,ST,7
12/02/2011,ST,8
12/02/2011,ST,9
12/02/2011,ST,10
16/02/2011,HV,1
16/02/2011,HV,2
16/02/2011,HV,3
16/02/2011,HV,4
16/02/2011,HV,5
16/02/2011,HV,6
16/02/2011,HV,7
16/02/2011,HV,8
20/02/2011,ST,1
20/02/2011,ST,2
20/02/2011,ST,3
20/02/2011,ST,4
20/02/2011,ST,5
20/02/2011,ST,6
20/02/2011,ST,7
20/02/2011,ST,8
20/02/2011,ST,9
20/02/2011,ST,10
23/02/2011,HV,1
23/02/2011,HV,2
23/02/2011,HV,3
23/02/2011,HV,4
23/02/2011,HV,5
23/02/2011,HV,6
23/02/2011,HV,7
23/02/2011,HV,8
27/02/2011,ST,1
27/02/2011,ST,2
27/02/2011,ST,3
27/02/2011,ST,4
27/02/2011,ST,5
27/02/2011,ST,6
27/02/2011,ST,7
27/02/2011,ST,8
27/02/2011,ST,9
27/02/2011,ST,10
02/03/2011,HV,1
02/03/2011,HV,2
02/03/2011,HV,3
02/03/2011,HV,4
02/03/2011,HV,5
02/03/2011,HV,6
02/03/2011,HV,7
02/03/2011,HV,8
06/03/2011,ST,1
06/03/2011,ST,2
06/03/2011,ST,3
06/03/2011,ST,4
06/03/2011,ST,5
06/03/2011,ST,6
06/03/2011,ST,7
06/03/2011,ST,8
06/03/2011,ST,9
06/03/2011,ST,10
09/03/2011,HV,1
09/03/2011,HV,2
09/03/2011,HV,3
09/03/2011,HV,4
09/03/2011,HV,5
09/03/2011,HV,6
09/03/2011,HV,7
09/03/2011,HV,8
12/03/2011,ST,1
12/03/2011,ST,2
12/03/2011,ST,3
12/03/2011,ST,4
12/03/2011,ST,5
12/03/2011,ST,6
12/03/2011,ST,7
12/03/2011,ST,8
12/03/2011,ST,9
12/03/2011,ST,10
16/03/2011,HV,1
16/03/2011,HV,2
16/03/2011,HV,3
16/03/2011,HV,4
16/03/2011,HV,5
16/03/2011,HV,6
16/03/2011,HV,7
16/03/2011,HV,8
20/03/2011,ST,1
20/03/2011,ST,2
20/03/2011,ST,3
20/03/2011,ST,4
20/03/2011,ST,5
20/03/2011,ST,6
20/03/2011,ST,7
20/03/2011,ST,8
20/03/2011,ST,9
20/03/2011,ST,10
23/03/2011,ST,1
23/03/2011,ST,2
23/03/2011,ST,3
23/03/2011,ST,4
23/03/2011,ST,5
23/03/2011,ST,6
23/03/2011,ST,7
23/03/2011,ST,8
27/03/2011,ST,1
27/03/2011,ST,2
27/03/2011,ST,3
27/03/2011,ST,4
27/03/2011,ST,5
27/03/2011,ST,6
27/03/2011,ST,7
27/03/2011,ST,8
27/03/2011,ST,9
27/03/2011,ST,10
30/03/2011,HV,1
30/03/2011,HV,2
30/03/2011,HV,3
30/03/2011,HV,4
30/03/2011,HV,5
30/03/2011,HV,6
30/03/2011,HV,7
30/03/2011,HV,8
03/04/2011,ST,1
03/04/2011,ST,2
03/04/2011,ST,3
03/04/2011,ST,4
03/04/2011,ST,5
03/04/2011,ST,6
03/04/2011,ST,7
03/04/2011,ST,8
03/04/2011,ST,9
03/04/2011,ST,10
03/04/2011,ST,11
06/04/2011,HV,1
06/04/2011,HV,2
06/04/2011,HV,3
06/04/2011,HV,4
06/04/2011,HV,5
06/04/2011,HV,6
06/04/2011,HV,7
06/04/2011,HV,8
09/04/2011,ST,1
09/04/2011,ST,2
09/04/2011,ST,3
09/04/2011,ST,4
09/04/2011,ST,5
09/04/2011,ST,6
09/04/2011,ST,7
09/04/2011,ST,8
09/04/2011,ST,9
09/04/2011,ST,10
13/04/2011,ST,1
13/04/2011,ST,2
13/04/2011,ST,3
13/04/2011,ST,4
13/04/2011,ST,5
13/04/2011,ST,6
13/04/2011,ST,7
13/04/2011,ST,8
17/04/2011,HV,1
17/04/2011,HV,2
17/04/2011,HV,3
17/04/2011,HV,4
17/04/2011,HV,5
17/04/2011,HV,6
17/04/2011,HV,7
17/04/2011,HV,8
17/04/2011,HV,9
17/04/2011,HV,10
20/04/2011,HV,1
20/04/2011,HV,2
20/04/2011,HV,3
20/04/2011,HV,4
20/04/2011,HV,5
20/04/2011,HV,6
20/04/2011,HV,7
20/04/2011,HV,8
25/04/2011,ST,1
25/04/2011,ST,2
25/04/2011,ST,3
25/04/2011,ST,4
25/04/2011,ST,5
25/04/2011,ST,6
25/04/2011,ST,7
25/04/2011,ST,8
25/04/2011,ST,9
25/04/2011,ST,10
25/04/2011,ST,11
01/05/2011,ST,1
01/05/2011,ST,2
01/05/2011,ST,3
01/05/2011,ST,4
01/05/2011,ST,5
01/05/2011,ST,6
01/05/2011,ST,7
01/05/2011,ST,8
01/05/2011,ST,9
01/05/2011,ST,10
04/05/2011,HV,1
04/05/2011,HV,2
04/05/2011,HV,3
04/05/2011,HV,4
04/05/2011,HV,5
04/05/2011,HV,6
04/05/2011,HV,7
04/05/2011,HV,8
07/05/2011,ST,1
07/05/2011,ST,2
07/05/2011,ST,3
07/05/2011,ST,4
07/05/2011,ST,5
07/05/2011,ST,6
07/05/2011,ST,7
07/05/2011,ST,8
07/05/2011,ST,9
07/05/2011,ST,10
10/05/2011,ST,1
10/05/2011,ST,2
10/05/2011,ST,3
10/05/2011,ST,4
10/05/2011,ST,5
10/05/2011,ST,6
10/05/2011,ST,7
10/05/2011,ST,8
10/05/2011,ST,9
10/05/2011,ST,10
10/05/2011,ST,11
15/05/2011,ST,1
15/05/2011,ST,2
15/05/2011,ST,3
15/05/2011,ST,4
15/05/2011,ST,5
15/05/2011,ST,6
15/05/2011,ST,7
15/05/2011,ST,8
15/05/2011,ST,9
15/05/2011,ST,10
18/05/2011,HV,1
18/05/2011,HV,2
18/05/2011,HV,3
18/05/2011,HV,4
18/05/2011,HV,5
18/05/2011,HV,6
18/05/2011,HV,7
18/05/2011,HV,8
21/05/2011,ST,1
21/05/2011,ST,2
21/05/2011,ST,3
21/05/2011,ST,4
21/05/2011,ST,5
21/05/2011,ST,6
21/05/2011,ST,7
21/05/2011,ST,8
21/05/2011,ST,9
21/05/2011,ST,10
25/05/2011,HV,1
25/05/2011,HV,2
25/05/2011,HV,3
25/05/2011,HV,4
25/05/2011,HV,5
25/05/2011,HV,6
25/05/2011,HV,7
25/05/2011,HV,8
29/05/2011,ST,1
29/05/2011,ST,2
29/05/2011,ST,3
29/05/2011,ST,4
29/05/2011,ST,5
29/05/2011,ST,6
29/05/2011,ST,7
29/05/2011,ST,8
29/05/2011,ST,9
29/05/2011,ST,10
29/05/2011,ST,11
01/06/2011,HV,1
01/06/2011,HV,2
01/06/2011,HV,3
01/06/2011,HV,4
01/06/2011,HV,5
01/06/2011,HV,6
01/06/2011,HV,7
01/06/2011,HV,8
05/06/2011,ST,1
05/06/2011,ST,2
05/06/2011,ST,3
05/06/2011,ST,4
05/06/2011,ST,5
05/06/2011,ST,6
05/06/2011,ST,7
05/06/2011,ST,8
05/06/2011,ST,9
05/06/2011,ST,10
08/06/2011,HV,1
08/06/2011,HV,2
08/06/2011,HV,3
08/06/2011,HV,4
08/06/2011,HV,5
08/06/2011,HV,6
08/06/2011,HV,7
08/06/2011,HV,8
11/06/2011,ST,1
11/06/2011,ST,2
11/06/2011,ST,3
11/06/2011,ST,4
11/06/2011,ST,5
11/06/2011,ST,6
11/06/2011,ST,7
11/06/2011,ST,8
11/06/2011,ST,9
11/06/2011,ST,10
15/06/2011,HV,1
15/06/2011,HV,2
15/06/2011,HV,3
15/06/2011,HV,4
15/06/2011,HV,5
15/06/2011,HV,6
15/06/2011,HV,7
15/06/2011,HV,8
19/06/2011,ST,1
19/06/2011,ST,2
19/06/2011,ST,3
19/06/2011,ST,4
19/06/2011,ST,5
19/06/2011,ST,6
19/06/2011,ST,7
19/06/2011,ST,8
19/06/2011,ST,9
19/06/2011,ST,10
19/06/2011,ST,11
22/06/2011,HV,1
22/06/2011,HV,2
22/06/2011,HV,3
22/06/2011,HV,4
22/06/2011,HV,5
22/06/2011,HV,6
22/06/2011,HV,7
22/06/2011,HV,8
26/06/2011,ST,1
26/06/2011,ST,2
26/06/2011,ST,3
26/06/2011,ST,4
26/06/2011,ST,5
26/06/2011,ST,6
26/06/2011,ST,7
26/06/2011,ST,8
26/06/2011,ST,9
26/06/2011,ST,10
01/07/2011,ST,1
01/07/2011,ST,2
01/07/2011,ST,3
01/07/2011,ST,4
01/07/2011,ST,5
01/07/2011,ST,6
01/07/2011,ST,7
01/07/2011,ST,8
01/07/2011,ST,9
01/07/2011,ST,10
01/07/2011,ST,11
06/07/2011,HV,1
06/07/2011,HV,2
06/07/2011,HV,3
06/07/2011,HV,4
06/07/2011,HV,5
06/07/2011,HV,6
06/07/2011,HV,7
06/07/2011,HV,8
10/07/2011,ST,1
10/07/2011,ST,2
10/07/2011,ST,3
10/07/2011,ST,4
10/07/2011,ST,5
10/07/2011,ST,6
10/07/2011,ST,7
10/07/2011,ST,8
10/07/2011,ST,9
10/07/2011,ST,10
10/07/2011,ST,11
11/09/2011,ST,1
11/09/2011,ST,2
11/09/2011,ST,3
11/09/2011,ST,4
11/09/2011,ST,5
11/09/2011,ST,6
11/09/2011,ST,7
11/09/2011,ST,8
11/09/2011,ST,9
11/09/2011,ST,10
14/09/2011,HV,1
14/09/2011,HV,2
14/09/2011,HV,3
14/09/2011,HV,4
14/09/2011,HV,5
14/09/2011,HV,6
14/09/2011,HV,7
14/09/2011,HV,8
18/09/2011,ST,1
18/09/2011,ST,2
18/09/2011,ST,3
18/09/2011,ST,4
18/09/2011,ST,5
18/09/2011,ST,6
18/09/2011,ST,7
18/09/2011,ST,8
18/09/2011,ST,9
18/09/2011,ST,10
21/09/2011,HV,1
21/09/2011,HV,2
21/09/2011,HV,3
21/09/2011,HV,4
21/09/2011,HV,5
21/09/2011,HV,6
21/09/2011,HV,7
21/09/2011,HV,8
25/09/2011,ST,1
25/09/2011,ST,2
25/09/2011,ST,3
25/09/2011,ST,4
25/09/2011,ST,5
25/09/2011,ST,6
25/09/2011,ST,7
25/09/2011,ST,8
25/09/2011,ST,9
25/09/2011,ST,10
28/09/2011,HV,1
28/09/2011,HV,2
28/09/2011,HV,3
28/09/2011,HV,4
28/09/2011,HV,5
28/09/2011,HV,6
28/09/2011,HV,7
28/09/2011,HV,8
01/10/2011,ST,1
01/10/2011,ST,2
01/10/2011,ST,3
01/10/2011,ST,4
01/10/2011,ST,5
01/10/2011,ST,6
01/10/2011,ST,7
01/10/2011,ST,8
01/10/2011,ST,9
01/10/2011,ST,10
06/10/2011,HV,1
06/10/2011,HV,2
06/10/2011,HV,3
06/10/2011,HV,4
06/10/2011,HV,5
06/10/2011,HV,6
06/10/2011,HV,7
06/10/2011,HV,8
09/10/2011,ST,1
09/10/2011,ST,2
09/10/2011,ST,3
09/10/2011,ST,4
09/10/2011,ST,5
09/10/2011,ST,6
09/10/2011,ST,7
09/10/2011,ST,8
09/10/2011,ST,9
09/10/2011,ST,10
09/10/2011,ST,11
12/10/2011,HV,1
12/10/2011,HV,2
12/10/2011,HV,3
12/10/2011,HV,4
12/10/2011,HV,5
12/10/2011,HV,6
12/10/2011,HV,7
12/10/2011,HV,8
16/10/2011,ST,1
16/10/2011,ST,2
16/10/2011,ST,3
16/10/2011,ST,4
16/10/2011,ST,5
16/10/2011,ST,6
16/10/2011,ST,7
16/10/2011,ST,8
16/10/2011,ST,9
16/10/2011,ST,10
19/10/2011,ST,1
19/10/2011,ST,2
19/10/2011,ST,3
19/10/2011,ST,4
19/10/2011,ST,5
19/10/2011,ST,6
19/10/2011,ST,7
19/10/2011,ST,8
23/10/2011,HV,1
23/10/2011,HV,2
23/10/2011,HV,3
23/10/2011,HV,4
23/10/2011,HV,5
23/10/2011,HV,6
23/10/2011,HV,7
23/10/2011,HV,8
23/10/2011,HV,9
23/10/2011,HV,10
26/10/2011,HV,1
26/10/2011,HV,2
26/10/2011,HV,3
26/10/2011,HV,4
26/10/2011,HV,5
26/10/2011,HV,6
26/10/2011,HV,7
26/10/2011,HV,8
30/10/2011,ST,1
30/10/2011,ST,2
30/10/2011,ST,3
30/10/2011,ST,4
30/10/2011,ST,5
30/10/2011,ST,6
30/10/2011,ST,7
30/10/2011,ST,8
30/10/2011,ST,9
30/10/2011,ST,10
30/10/2011,ST,11
05/11/2011,ST,1
05/11/2011,ST,2
05/11/2011,ST,3
05/11/2011,ST,4
05/11/2011,ST,5
05/11/2011,ST,6
05/11/2011,ST,7
05/11/2011,ST,8
05/11/2011,ST,9
05/11/2011,ST,10
09/11/2011,HV,1
09/11/2011,HV,2
09/11/2011,HV,3
09/11/2011,HV,4
09/11/2011,HV,5
09/11/2011,HV,6
09/11/2011,HV,7
09/11/2011,HV,8
13/11/2011,ST,1
13/11/2011,ST,2
13/11/2011,ST,3
13/11/2011,ST,4
13/11/2011,ST,5
13/11/2011,ST,6
13/11/2011,ST,7
13/11/2011,ST,8
13/11/2011,ST,9
13/11/2011,ST,10
16/11/2011,HV,1
16/11/2011,HV,2
16/11/2011,HV,3
16/11/2011,HV,4
16/11/2011,HV,5
16/11/2011,HV,6
16/11/2011,HV,7
16/11/2011,HV,8
20/11/2011,ST,1
20/11/2011,ST,2
20/11/2011,ST,3
20/11/2011,ST,4
20/11/2011,ST,5
20/11/2011,ST,6
20/11/2011,ST,7
20/11/2011,ST,8
20/11/2011,ST,9
20/11/2011,ST,10
23/11/2011,HV,1
23/11/2011,HV,2
23/11/2011,HV,3
23/11/2011,HV,4
23/11/2011,HV,5
23/11/2011,HV,6
23/11/2011,HV,7
23/11/2011,HV,8
27/11/2011,ST,1
27/11/2011,ST,2
27/11/2011,ST,3
27/11/2011,ST,4
27/11/2011,ST,5
27/11/2011,ST,6
27/11/2011,ST,7
27/11/2011,ST,8
27/11/2011,ST,9
27/11/2011,ST,10
27/11/2011,ST,11
30/11/2011,HV,1
30/11/2011,HV,2
30/11/2011,HV,3
30/11/2011,HV,4
30/11/2011,HV,5
30/11/2011,HV,6
30/11/2011,HV,7
30/11/2011,HV,8
04/12/2011,ST,1
04/12/2011,ST,2
04/12/2011,ST,3
04/12/2011,ST,4
04/12/2011,ST,5
04/12/2011,ST,6
04/12/2011,ST,7
04/12/2011,ST,8
04/12/2011,ST,9
04/12/2011,ST,10
07/12/2011,HV,1
07/12/2011,HV,2
07/12/2011,HV,3
07/12/2011,HV,4
07/12/2011,HV,5
07/12/2011,HV,6
07/12/2011,HV,7
07/12/2011,HV,8
11/12/2011,ST,1
11/12/2011,ST,2
11/12/2011,ST,3
11/12/2011,ST,4
11/12/2011,ST,5
11/12/2011,ST,6
11/12/2011,ST,7
11/12/2011,ST,8
11/12/2011,ST,9
11/12/2011,ST,10
14/12/2011,HV,1
14/12/2011,HV,2
14/12/2011,HV,3
14/12/2011,HV,4
14/12/2011,HV,5
14/12/2011,HV,6
14/12/2011,HV,7
14/12/2011,HV,8
17/12/2011,ST,1
17/12/2011,ST,2
17/12/2011,ST,3
17/12/2011,ST,4
17/12/2011,ST,5
17/12/2011,ST,6
17/12/2011,ST,7
17/12/2011,ST,8
17/12/2011,ST,9
17/12/2011,ST,10
