Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6
1,2.0,ROCK THE TREE (P272),B Prebble,D E Ferraris,133,1056,11,-,12 12 11 12 1,2:03.16,9.7,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
2,9.0,HIGH SPEED METRO (P293),K C Leung,L Ho,119,1169,12,3/4,11 10 10 4 2,2:03.31,10.0,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
3,13.0,WIN CHANCE (P415),M L Yeung,A Lee,112,1026,2,4,7 7 7 2 3,2:03.82,17.0,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
4,11.0,LOYAL CRAFTSMAN (S354),S Clipperton,D E Ferraris,120,1080,13,4-1/2,13 13 13 9 4,2:03.88,8.3,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
5,1.0,CHOICE EXCHEQUER (P088),A Badel,C H Yip,133,1209,3,5-1/2,1 1 1 1 5,2:04.03,15.0,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
6,4.0,SWEET BEAN (S205),N Callan,C Fownes,128,1031,7,5-3/4,8 8 8 10 6,2:04.10,22.0,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
7,3.0,TELEPHATIA (P405),Z Purton,A Lee,130,1077,8,6,10 9 9 7 7,2:04.13,7.9,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
8,5.0,KERKENI (T053),O Doleuze,R Gibson,127,1053,5,6-1/4,9 11 12 11 8,2:04.16,12.0,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
9,8.0,GLAMOROUS RYDER (S007),S De Sousa,D E Ferraris,123,1098,6,8,6 6 6 6 9,2:04.45,18.0,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
10,12.0,VIVACIOUS WINNER (V061),K K Chiong,D Cruz,109,1193,4,9-3/4,5 5 5 8 10,2:04.73,14.0,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
11,7.0,MY FOLKS (T323),O Murphy,C W Chang,124,1174,1,15-1/2,3 4 3 5 11,2:05.66,3.7,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
12,10.0,MAGIC STAR (T266),T H So,P O'Sullivan,119,1150,9,18-1/2,2 2 2 3 12,2:06.12,92.0,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
13,6.0,FRANCE VALOUR (S408),J Moreira,T P Yung,126,1148,10,72-1/2,4 3 4 13 13,2:14.75,8.6,2017/01/01,ST,1,Class 5,2000M,40-0,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",25.72,49.00,1:13.68,1:38.20,2:03.16,,25.72,23.28,24.68,24.52,24.96,nan
1,2.0,FISH N' CHIPS (T099),H T Mo,A Lee,123,1110,11,-,2 1 1,0:57.53,6.6,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
2,11.0,LONDON MASTER (T345),O Murphy,K L Man,119,1071,14,3/4,5 2 2,0:57.64,20.0,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
3,13.0,MASSIVE MOVE (T073),K K Chiong,L Ho,113,1105,9,1-3/4,3 4 3,0:57.80,10.0,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
4,4.0,BUMBLE BABY (V306),S Clipperton,J Moore,128,1149,5,1-3/4,7 8 4,0:57.82,5.5,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
5,1.0,AMAZING MOMENT (T422),Z Purton,P O'Sullivan,133,1086,8,2-1/2,8 9 5,0:57.92,17.0,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
6,12.0,PEACE COMBINATION (T091),M Chadwick,C Fownes,119,1071,1,2-1/2,1 3 6,0:57.92,17.0,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
7,6.0,EXPONENTS (A031),A Badel,Y S Tsui,125,1112,13,2-3/4,6 5 7,0:57.98,40.0,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
8,5.0,BOND ELEGANCE (A007),J Moreira,J Size,125,1045,10,3,4 6 8,0:58.01,2.2,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
9,8.0,WINNING CONTROLLER (A075),T H So,C H Yip,123,1089,12,3-1/2,9 11 9,0:58.07,48.0,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
10,14.0,EMPIRE OF MONGOLIA (V317),C Y Ho,C S Shum,114,1057,3,7-1/2,13 14 10,0:58.73,231.0,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
11,3.0,BELOVED (V312),K C Leung,P F Yiu,128,1098,4,7-1/2,14 10 11,0:58.73,62.0,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
12,9.0,GENTILIS (S011),K C Ng,C H Yip,117,1070,2,9-1/2,12 13 12,0:59.03,147.0,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
13,7.0,FORTUNE BROTHERS (V389),M L Yeung,T P Yung,123,1200,6,9-3/4,10 12 13,0:59.06,34.0,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
14,10.0,TEN SPEED (T239),B Prebble,W Y So,121,1044,7,12,11 7 14,0:59.43,12.0,2017/01/01,ST,2,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.42,34.57,57.53,,,,13.42,21.15,22.96,nan,nan,nan
1,2.0,WINGOLD (T202),Z Purton,A Lee,133,1184,1,-,8 8 6 1,1:23.00,2.2,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
2,7.0,PLAIN BLUE BANNER (S070),N Callan,D E Ferraris,130,1100,11,1-1/4,10 10 9 2,1:23.17,10.0,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
3,6.0,MASSIVE POWER (T339),T H So,L Ho,128,1085,5,1-3/4,5 6 5 3,1:23.25,13.0,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
4,3.0,DANEWIN EXPRESS (S234),H W Lai,Y S Tsui,131,1140,12,1-3/4,14 13 11 4,1:23.27,11.0,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
5,8.0,POWER DRAGON (V129),A Badel,C H Yip,130,1156,2,2-1/2,4 5 2 5,1:23.39,11.0,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
6,11.0,KING'S STEED (S051),C Y Ho,T K Ng,124,1181,3,3,3 2 1 6,1:23.49,72.0,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
7,10.0,SPICY DOUBLE (T393),J Moreira,K L Man,127,1115,14,3-3/4,9 9 8 7,1:23.61,6.2,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
8,9.0,FANTASTICLIFE (S320),S De Sousa,C Fownes,128,1115,13,4-1/4,13 12 12 8,1:23.69,15.0,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
9,12.0,ALWAYS WONGCHOY (T263),O Murphy,Y S Tsui,124,1113,6,4-3/4,11 11 13 9,1:23.75,74.0,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
10,13.0,PRECIOUS GEM (S097),K C Ng,T K Ng,112,1108,7,8-3/4,7 7 10 10,1:24.41,62.0,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
11,1.0,FUNNY BUDDIES (T300),M Chadwick,D J Hall,133,1035,10,10-1/4,6 3 3 11,1:24.64,21.0,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
12,5.0,HARMONY PARTNERS (V160),K C Leung,D Cruz,128,1096,9,19,1 1 4 12,1:26.03,174.0,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
13,14.0,THUNDERSTROKE (T067),M L Yeung,C W Chang,112,1219,4,28-3/4,2 4 7 13,1:27.59,48.0,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
PU,4.0,ROYAL SPIRIT (T257),O Doleuze,C W Chang,131,1039,8,---,12,---,14.0,2017/01/01,ST,3,Class 5,1400M,40-15,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.70,35.71,59.16,1:23.00,,,13.70,22.01,23.45,23.84,nan,nan
1,5.0,GO BEAUTY GO (V316),Z Purton,J Moore,127,1154,1,-,5 5 4 1,1:34.72,2.1,2017/01/01,ST,4,Class 4,1600M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.16,46.44,1:10.75,1:34.72,,,24.16,22.28,24.31,23.97,nan,nan
2,7.0,TRIUMPHANT LIGHT (T224),K K Chiong,D E Ferraris,119,1054,9,1-1/4,2 2 1 2,1:34.89,4.8,2017/01/01,ST,4,Class 4,1600M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.16,46.44,1:10.75,1:34.72,,,24.16,22.28,24.31,23.97,nan,nan
3,10.0,DASHING DART (V038),S Clipperton,P O'Sullivan,119,1210,8,2-1/4,7 7 7 3,1:35.04,5.3,2017/01/01,ST,4,Class 4,1600M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.16,46.44,1:10.75,1:34.72,,,24.16,22.28,24.31,23.97,nan,nan
4,2.0,HAPPY AND HEALTHY (T056),O Murphy,D J Hall,129,1096,11,2-1/4,6 6 6 4,1:35.06,11.0,2017/01/01,ST,4,Class 4,1600M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.16,46.44,1:10.75,1:34.72,,,24.16,22.28,24.31,23.97,nan,nan
5,4.0,VICTORY MASTER (M148),B Prebble,A Lee,128,1148,3,2-3/4,4 3 3 5,1:35.17,10.0,2017/01/01,ST,4,Class 4,1600M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.16,46.44,1:10.75,1:34.72,,,24.16,22.28,24.31,23.97,nan,nan
6,8.0,BEST REWARD (V189),K C Leung,W Y So,120,1111,5,5,11 12 10 6,1:35.50,22.0,2017/01/01,ST,4,Class 4,1600M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.16,46.44,1:10.75,1:34.72,,,24.16,22.28,24.31,23.97,nan,nan
7,3.0,NEWSWIRE FREE (S407),A Badel,P F Yiu,128,1120,12,6,12 9 9 7,1:35.68,38.0,2017/01/01,ST,4,Class 4,1600M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.16,46.44,1:10.75,1:34.72,,,24.16,22.28,24.31,23.97,nan,nan
8,11.0,AUDACITY (V238),T H So,L Ho,115,1061,6,6-3/4,3 4 5 8,1:35.78,23.0,2017/01/01,ST,4,Class 4,1600M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.16,46.44,1:10.75,1:34.72,,,24.16,22.28,24.31,23.97,nan,nan
9,1.0,SURE PEACE (S326),C Y Ho,J Moore,131,1163,10,7-1/4,10 11 12 9,1:35.87,44.0,2017/01/01,ST,4,Class 4,1600M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.16,46.44,1:10.75,1:34.72,,,24.16,22.28,24.31,23.97,nan,nan
10,12.0,LIGHTNING AND GOLD (P354),K C Ng,C H Yip,112,1074,4,9,9 8 8 10,1:36.17,88.0,2017/01/01,ST,4,Class 4,1600M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.16,46.44,1:10.75,1:34.72,,,24.16,22.28,24.31,23.97,nan,nan
11,6.0,HAPPY GAINS (V252),H W Lai,K L Man,124,1101,7,13-1/2,1 1 2 11,1:36.86,95.0,2017/01/01,ST,4,Class 4,1600M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.16,46.44,1:10.75,1:34.72,,,24.16,22.28,24.31,23.97,nan,nan
12,9.0,WONDERFUL CHASER (V258),M L Yeung,K W Lui,119,1135,2,13-3/4,8 10 11 12,1:36.93,76.0,2017/01/01,ST,4,Class 4,1600M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.16,46.44,1:10.75,1:34.72,,,24.16,22.28,24.31,23.97,nan,nan
1,6.0,STAR OF PATCH (V399),Z Purton,P O'Sullivan,126,1138,12,-,13 12 1,1:09.76,4.2,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
2,11.0,DARING FIT (V398),M Chadwick,A S Cruz,123,1227,5,N,3 2 2,1:09.82,3.5,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
3,1.0,ALL MY GAIN (T018),B Prebble,T P Yung,133,1094,8,1/2,5 6 3,1:09.85,8.3,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
4,4.0,INFINITY ENDEAVOUR (A030),J Moreira,J Size,126,1104,9,1,7 7 4,1:09.92,3.4,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
5,13.0,ROBUST MOMENTUM (P422),C Y Ho,C Fownes,118,1237,4,2,8 8 5,1:10.06,22.0,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
6,3.0,MASSIVE MILLENNIUM (T381),K C Leung,D E Ferraris,126,1187,1,4,6 4 6,1:10.39,49.0,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
7,5.0,RATTAN (A061),O Murphy,R Gibson,126,1118,11,4-3/4,12 13 7,1:10.53,12.0,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
8,2.0,SMILING GLORY (V231),K K Chiong,K L Man,124,1168,2,5,1 1 8,1:10.57,22.0,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
9,10.0,PRINCE HARMONY (V012),S De Sousa,W Y So,124,1145,14,6,4 5 9,1:10.71,18.0,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
10,9.0,EASTERN PROWESS (V295),H W Lai,L Ho,124,1027,3,6-1/2,11 11 10,1:10.81,115.0,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
11,8.0,GENTRY (V042),T H So,C H Yip,123,1030,6,7-1/4,9 9 11,1:10.91,168.0,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
12,14.0,HAPPY SOUND (V107),M L Yeung,A Lee,116,1139,7,7-1/2,2 3 12,1:10.95,76.0,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
13,12.0,DON WONGCHOY (V259),A Badel,Y S Tsui,122,1066,13,9-3/4,14 14 13,1:11.32,200.0,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
14,7.0,YOU KNOW WHO (V386),N Callan,P F Yiu,126,1076,10,10-3/4,10 10 14,1:11.49,132.0,2017/01/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",23.81,46.20,1:09.76,,,,23.81,22.39,23.56,nan,nan,nan
1,10.0,KING MORTAR (A097),S Clipperton,J Moore,122,1088,3,-,4 4 1,1:09.68,15.0,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
2,1.0,KEEN VENTURE (A024),B Prebble,A Lee,133,1085,6,N,11 11 2,1:09.73,15.0,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
3,9.0,FAVOURITISM (V233),N Callan,D E Ferraris,123,1121,4,1,9 5 3,1:09.86,8.2,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
4,13.0,RACING MATE (S216),A Badel,W Y So,117,997,7,2-1/4,10 10 4,1:10.04,10.0,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
5,7.0,FUN MACHINE (V267),C Y Ho,D J Hall,122,1120,11,3-1/4,13 13 5,1:10.21,94.0,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
6,8.0,BOTH LUCKY (T196),O Doleuze,C Fownes,123,1145,1,4,7 8 6,1:10.31,80.0,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
7,6.0,BLAZE STAMINA (V070),M Chadwick,A S Cruz,124,1087,2,4-1/2,3 1 7,1:10.41,22.0,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
8,4.0,JADE THEATRE (A040),Z Purton,K L Man,128,1089,9,4-3/4,1 2 8,1:10.45,6.3,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
9,5.0,OUR FOLKS (P400),O Murphy,C W Chang,126,1150,14,6-1/4,14 12 9,1:10.70,49.0,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
10,2.0,FOREVER RED (T365),M L Yeung,J Size,130,1139,13,6-1/2,6 6 10,1:10.72,23.0,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
11,11.0,DIAMOND LEGEND (V341),T H So,P O'Sullivan,117,1134,12,6-3/4,12 14 11,1:10.75,243.0,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
12,14.0,RAINBOW FIGHTER (N193),K C Ng,D Cruz,110,1097,10,8-1/2,2 3 12,1:11.02,276.0,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
13,3.0,SUPER LEADER (V016),J Moreira,C H Yip,132,1122,8,8-3/4,8 7 13,1:11.09,3.0,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
14,12.0,ENDEARING (V338),S De Sousa,T P Yung,117,1112,5,23-1/2,5 9 14,1:13.44,4.1,2017/01/01,ST,6,Class 3,1200M,80-60,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",24.21,46.74,1:09.68,,,,24.21,22.53,22.94,nan,nan,nan
1,1.0,A BEAUTIFUL (T421),S De Sousa,W Y So,133,1063,8,-,4 4 3 1,1:22.26,5.8,2017/01/01,ST,7,Class 4,1400M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.43,35.27,59.29,1:22.26,,,13.43,21.84,24.02,22.97,nan,nan
2,8.0,GREAT TREASURE (T380),H W Lai,A Lee,123,1001,9,1-1/4,8 8 7 2,1:22.46,21,2017/01/01,ST,7,Class 4,1400M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.43,35.27,59.29,1:22.26,,,13.43,21.84,24.02,22.97,nan,nan
3,10.0,MEISTERSTUECK (V165),Z Purton,T P Yung,120,1140,14,2-1/4,7 6 5 3,1:22.61,16,2017/01/01,ST,7,Class 4,1400M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.43,35.27,59.29,1:22.26,,,13.43,21.84,24.02,22.97,nan,nan
4,9.0,AMBITIOUS HEART (V303),S Clipperton,D E Ferraris,121,1101,1,2-1/4,6 5 6 4,1:22.64,11,2017/01/01,ST,7,Class 4,1400M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.43,35.27,59.29,1:22.26,,,13.43,21.84,24.02,22.97,nan,nan
5,3.0,RIGHT CALL (V024),K K Chiong,J Size,128,1140,7,2-1/2,1 1 1 5,1:22.66,7.9,2017/01/01,ST,7,Class 4,1400M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.43,35.27,59.29,1:22.26,,,13.43,21.84,24.02,22.97,nan,nan
6,2.0,HIGH VOLATILITY (V081),B Prebble,K W Lui,132,1153,5,3,2 3 4 6,1:22.73,11,2017/01/01,ST,7,Class 4,1400M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.43,35.27,59.29,1:22.26,,,13.43,21.84,24.02,22.97,nan,nan
7,6.0,TEAM SWEET (V089),J Moreira,J Moore,129,1089,13,4-1/4,14 12 10 7,1:22.95,3.2,2017/01/01,ST,7,Class 4,1400M,60-40,GOOD TO FIRM,1.0,"TURF - ""B+2"" Course",13.43,35.27,59.29,1:22.26,,,13.43,21.84,24.02,22.97,nan,nan
